locus;location;strand;ATG;end
alr7046;alpha;direct;38574;40199
asr7047;alpha;direct;40322;40564
alr7048;alpha;direct;40643;41188
alr7049;alpha;direct;41484;42389
asr7050;alpha;direct;42456;42611
asl7051;alpha;comp;43066;42848
alr7052;alpha;direct;43340;43849
all7053;alpha;comp;44220;43846
all7054;alpha;comp;44748;44224
all7055;alpha;comp;45315;44749
asl7056;alpha;comp;45601;45338
alr7057;alpha;direct;46027;46368
alr7058;alpha;direct;46550;46966
alr7059;alpha;direct;46959;47675
asr7060;alpha;direct;47964;48140
asr7061;alpha;direct;48146;48301
alr7062;alpha;direct;48311;48724
alr7063;alpha;direct;48721;49425
alr7064;alpha;direct;49437;51257
all7065;alpha;comp;52296;51295
all7066;alpha;comp;53093;52788
asr7067;alpha;direct;53241;53402
alr7068;alpha;direct;53425;54024
alr7069;alpha;direct;54433;54960
asr7070;alpha;direct;54966;55157
all7071;alpha;comp;57483;55237
all7072;alpha;comp;61748;58131
alr7073;alpha;direct;63089;63775
alr7074;alpha;direct;64256;64642
alr7075;alpha;direct;64655;65068
alr7076;alpha;direct;65165;66193
alr7077;alpha;direct;66197;66664
alr7078;alpha;direct;66661;67335
alr7079;alpha;direct;67553;68125
all7080;alpha;comp;68550;68239
all7081;alpha;comp;69564;68572
alr7082;alpha;direct;69903;70691
alr7083;alpha;direct;70701;71819
all7084;alpha;comp;72628;72050
all7085;alpha;comp;73786;72662
alr7086;alpha;direct;73835;74236
asr7087;alpha;direct;74792;75037
alr7088;alpha;direct;75169;75615
alr7089;alpha;direct;75677;80056
asr7090;alpha;direct;80620;80763
all7091;alpha;comp;81300;80830
alr7092;alpha;direct;81577;81900
alr7093;alpha;direct;81969;82283
alr7094;alpha;direct;82388;83065
alr7095;alpha;direct;83223;83783
alr7096;alpha;direct;84892;85473
alr7097;alpha;direct;85585;85908
all7098;alpha;comp;87091;85979
all7099;alpha;comp;87446;87138
alr7100;alpha;direct;87629;88111
alr7101;alpha;direct;88188;89216
alr7102;alpha;direct;89403;89984
alr7103;alpha;direct;90115;90438
asr7104;alpha;direct;90687;90971
all7105;alpha;comp;91694;90951
all7106;alpha;comp;92445;91744
alr7107;alpha;direct;92825;93574
all7108;alpha;comp;94288;93953
all7109;alpha;comp;94936;94505
all7110;alpha;comp;95825;94971
all7111;alpha;comp;96605;95862
all7112;alpha;comp;97356;96655
all7113;alpha;comp;98057;97542
asl7114;alpha;comp;98425;98234
all7115;alpha;comp;99817;98591
all7116;alpha;comp;100251;99886
all7117;alpha;comp;100578;100270
asl7118;alpha;comp;100777;100622
asl7119;alpha;comp;101061;100861
all7120;alpha;comp;101789;101178
all7121;alpha;comp;104168;102084
all7122;alpha;comp;106102;104699
all7123;alpha;comp;107515;106712
alr7124;alpha;direct;107975;109735
alr7125;alpha;direct;109773;110882
alr7126;alpha;direct;110886;112841
alr7127;alpha;direct;112928;115078
all7128;alpha;comp;124556;115305
alr7129;alpha;direct;124768;128337
all7130;alpha;comp;135368;128475
all7131;alpha;comp;136025;135612
alr7132;alpha;direct;136220;137137
all7133;alpha;comp;139294;137174
all7134;alpha;comp;140741;139638
all7135;alpha;comp;141573;140773
all7136;alpha;comp;143313;141679
all7137;alpha;comp;143807;143487
alr7138;alpha;direct;144202;145203
alr7139;alpha;direct;145281;145607
asr7140;alpha;direct;145992;146198
alr7141;alpha;direct;146308;147120
asr7142;alpha;direct;147195;147389
asr7143;alpha;direct;147396;147650
alr7144;alpha;direct;147647;148105
asr7145;alpha;direct;148402;148581
asr7146;alpha;direct;148750;149037
alr7147;alpha;direct;148658;150187
all7148;alpha;comp;151671;150406
alr7149;alpha;direct;151722;152126
all7150;alpha;comp;152820;152233
all7151;alpha;comp;153408;152917
asr7152;alpha;direct;153981;154133
alr7153;alpha;direct;154130;155356
asr7154;alpha;direct;155453;155680
all7155;alpha;comp;156030;155695
asl7156;alpha;comp;156284;156027
alr7157;alpha;direct;156625;158514
all7158;alpha;comp;159995;158772
asl7159;alpha;comp;160536;160246
all7160;alpha;comp;160973;160608
all7161;alpha;comp;162413;161193
alr7162;alpha;direct;162991;163797
alr7163;alpha;direct;164199;164648
asl7164;alpha;comp;164908;164738
all7165;alpha;comp;165733;165182
all7166;alpha;comp;166332;165859
all7167;alpha;comp;166885;166352
alr7168;alpha;direct;166955;167464
alr7169;alpha;direct;167610;168890
all7170;alpha;comp;169693;169235
all7171;alpha;comp;170698;169859
all7172;alpha;comp;173871;170704
all7173;alpha;comp;174667;174023
all7174;alpha;comp;175504;174962
all7175;alpha;comp;176270;175812
asl7176;alpha;comp;176669;176400
all7177;alpha;comp;177705;176962
all7178;alpha;comp;178456;177755
all7179;alpha;comp;179774;178824
asr7180;alpha;direct;180074;180262
asl7181;alpha;comp;180693;180526
all7182;alpha;comp;181263;180823
all7183;alpha;comp;181721;181374
alr7184;alpha;direct;181931;182476
all7185;alpha;comp;184151;182736
all7186;alpha;comp;184701;184312
all7187;alpha;comp;186894;184798
all7188;alpha;comp;188281;187106
alr7189;alpha;direct;188717;190006
alr7190;alpha;direct;190003;193578
all7191;alpha;comp;198563;193773
alr7192;alpha;direct;198603;199139
all7193;alpha;comp;199621;199217
all7194;alpha;comp;200240;199836
all7195;alpha;comp;201444;200242
all7196;alpha;comp;203626;201779
all7197;alpha;comp;205198;203957
all7198;alpha;comp;205714;205250
alr7199;alpha;direct;206840;208546
alr7200;alpha;direct;208654;210273
alr7201;alpha;direct;210276;210836
alr7202;alpha;direct;210869;211423
alr7203;alpha;direct;211821;212780
alr7204;alpha;direct;213098;213703
alr7205;alpha;direct;214194;214502
alr7206;alpha;direct;214524;217343
alr7207;alpha;direct;217347;218063
alr7208;alpha;direct;218167;219279
alr7209;alpha;direct;219391;220185
alr7210;alpha;direct;220182;221723
alr7211;alpha;direct;221720;222460
alr7212;alpha;direct;222457;223653
alr7213;alpha;direct;223656;225425
alr7214;alpha;direct;225431;225922
alr7215;alpha;direct;226046;229729
alr7216;alpha;direct;229752;230537
asl7217;alpha;comp;230781;230539
all7218;alpha;comp;231499;230765
alr7219;alpha;direct;231826;232482
all7220;alpha;comp;233079;232483
all7221;alpha;comp;233780;233079
all7222;alpha;comp;234903;233857
all7223;alpha;comp;235261;234935
alr7224;alpha;direct;235648;236310
all7225;alpha;comp;236954;236331
all7226;alpha;comp;237502;236963
all7227;alpha;comp;241324;237692
alr7228;alpha;direct;242109;243317
all7229;alpha;comp;245289;243757
asr7230;alpha;direct;245494;245646
alr7231;alpha;direct;245747;246955
alr7232;alpha;direct;246952;248706
alr7233;alpha;direct;248763;249788
all7234;alpha;comp;252217;249749
all7235;alpha;comp;254748;252217
all7236;alpha;comp;255332;254829
asl7237;alpha;comp;256207;255926
all7238;alpha;comp;257286;256519
alr7239;alpha;direct;257308;258237
alr7240;alpha;direct;258825;259229
alr7241;alpha;direct;259646;261334
alr7242;alpha;direct;261292;262620
alr7243;alpha;direct;263247;265067
all7244;alpha;comp;265677;265165
all7245;alpha;comp;267414;266191
asl7246;alpha;comp;267610;267398
asr7247;alpha;direct;267885;268082
asl7248;alpha;comp;268373;268152
alr7249;alpha;direct;268528;270177
alr7250;alpha;direct;270303;270767
asl7251;alpha;comp;271350;271195
asr7252;alpha;direct;271339;271632
alr7253;alpha;direct;271772;272173
alr7254;alpha;direct;272250;272609
all7255;alpha;comp;274335;272836
asr7256;alpha;direct;274677;274874
asr7257;alpha;direct;275381;275572
asl7258;alpha;comp;276321;276121
all7259;alpha;comp;277172;276435
asr7260;alpha;direct;277204;277356
alr7261;alpha;direct;277568;278434
all7262;alpha;comp;278949;278548
all7263;alpha;comp;279577;279212
alr7264;alpha;direct;279901;280566
all7265;alpha;comp;281139;280759
asl7266;alpha;comp;281414;281136
all7267;alpha;comp;282767;281445
all7268;alpha;comp;284361;282868
all7269;alpha;comp;284944;284468
all7270;alpha;comp;285657;284941
all7271;alpha;comp;286046;285654
all7272;alpha;comp;286435;286052
all7273;alpha;comp;286849;286526
all7274;alpha;comp;288213;286849
all7275;alpha;comp;289635;288301
alr7276;alpha;direct;289786;290244
all7277;alpha;comp;291736;290453
alr7278;alpha;direct;292005;292313
all7279;alpha;comp;292782;292357
all7280;alpha;comp;293587;292955
asl7281;alpha;comp;293823;293584
asl7282;alpha;comp;294118;293864
asl7283;alpha;comp;294375;294121
all7284;alpha;comp;294822;294463
all7285;alpha;comp;295162;294851
all7286;alpha;comp;296161;295223
all7287;alpha;comp;296644;296186
all7288;alpha;comp;297499;296666
asl7289;alpha;comp;297802;297605
all7290;alpha;comp;298109;297795
all7291;alpha;comp;299228;298224
alr7292;alpha;direct;299439;299765
asr7293;alpha;direct;299832;300014
alr7294;alpha;direct;300019;300399
alr7295;alpha;direct;300777;302987
asl7296;alpha;comp;305372;305190
alr7297;alpha;direct;306308;308449
alr7298;alpha;direct;308789;310237
alr7299;alpha;direct;310413;311207
alr7300;alpha;direct;311398;312207
alr7301;alpha;direct;312381;313187
all7302;alpha;comp;313945;313202
all7303;alpha;comp;314696;313995
alr7304;alpha;direct;316783;331593
alr7305;alpha;direct;332062;333282
asl7306;alpha;comp;333751;333500
alr7307;alpha;direct;334192;334587
alr7308;alpha;direct;334580;335419
all7309;alpha;comp;336458;335694
all7310;alpha;comp;338908;336563
alr7311;alpha;direct;339491;340705
alr7312;alpha;direct;340702;341853
all7313;alpha;comp;344129;342063
all7314;alpha;comp;345903;344401
all7315;alpha;comp;348873;345946
all7316;alpha;comp;349727;348936
all7317;alpha;comp;350712;349972
alr7318;alpha;direct;351072;353678
all7319;alpha;comp;354536;354075
all7320;alpha;comp;355531;354587
alr7321;alpha;direct;355593;356429
asl7322;alpha;comp;356984;356811
alr7323;alpha;direct;357824;359317
all7324;alpha;comp;359806;359297
alr7325;alpha;direct;360084;361295
alr7326;alpha;direct;361655;362176
asl7327;alpha;comp;362707;362519
asl7328;alpha;comp;363088;362948
alr7329;alpha;direct;363105;364382
asr7330;alpha;direct;364454;364705
all7331;alpha;comp;365427;364723
all7332;alpha;comp;366327;365458
alr7333;alpha;direct;366539;367066
alr7334;alpha;direct;367162;367767
all7335;alpha;comp;368899;367820
alr7336;alpha;direct;369477;370340
alr7337;alpha;direct;370402;370791
asr7338;alpha;direct;370861;370992
asr7339;alpha;direct;371273;371551
asr7340;alpha;direct;371659;371787
alr7341;alpha;direct;372178;373086
alr7342;alpha;direct;373276;373731
asr7343;alpha;direct;373741;373950
all7344;alpha;comp;375343;374588
alr7345;alpha;direct;375893;376804
alr7346;alpha;direct;376926;377714
all7347;alpha;comp;378205;377897
all7348;alpha;comp;379792;378410
alr7349;alpha;direct;380318;380692
alr7350;alpha;direct;380785;382005
all7351;alpha;comp;382829;382209
alr7352;alpha;direct;383155;383961
all7353;alpha;comp;384739;383951
alr7354;alpha;direct;384956;385594
all7355;alpha;comp;386128;385754
asl7356;alpha;comp;386411;386229
alr7357;alpha;direct;386622;387644
alr7358;alpha;direct;387700;388056
asl7359;alpha;comp;388267;388067
all7360;alpha;comp;388680;388276
alr7361;alpha;direct;388842;389249
all7362;alpha;comp;390082;389258
asr7363;alpha;direct;390597;390854
all7364;alpha;comp;391357;390977
asl7365;alpha;comp;391626;391354
all7366;alpha;comp;392522;391662
all7367;alpha;comp;392928;392584
all7368;alpha;comp;393424;392930
all7369;alpha;comp;394182;393421
all7370;alpha;comp;394571;394179
asr7371;alpha;direct;394623;394862
all7372;alpha;comp;395436;394969
all7373;alpha;comp;396190;395780
all7374;alpha;comp;397033;396257
all7375;alpha;comp;397826;397083
all7376;alpha;comp;398577;397876
all7377;alpha;comp;400728;398803
alr7378;alpha;direct;401380;402390
all7379;alpha;comp;403041;402406
asr7380;alpha;direct;403186;403293
alr7381;alpha;direct;403405;403791
all7382;alpha;comp;405144;403792
alr7383;alpha;direct;405423;406121
alr7384;alpha;direct;406238;406609
asr7385;alpha;direct;406770;406943
alr7386;alpha;direct;407541;407846
all7501;beta;comp;116;186374
alr7502;beta;direct;153;740
alr7503;beta;direct;744;1124
alr7504;beta;direct;1298;2548
alr7505;beta;direct;2552;2911
alr7506;beta;direct;3368;4456
alr7507;beta;direct;4437;4931
alr7508;beta;direct;4928;6382
asl7509;beta;comp;6921;6703
all7510;beta;comp;7449;6967
alr7511;beta;direct;7709;8791
alr7512;beta;direct;8983;9507
alr7513;beta;direct;9770;10288
alr7514;beta;direct;10316;10879
alr7515;beta;direct;10876;11415
asr7516;beta;direct;12171;12338
alr7517;beta;direct;12435;13037
alr7518;beta;direct;13468;13917
asr7519;beta;direct;14517;14687
asr7520;beta;direct;14729;14971
all7521;beta;comp;15757;15077
alr7522;beta;direct;15846;16568
all7523;beta;comp;17280;16708
alr7524;beta;direct;17359;17940
all7525;beta;comp;19647;18124
alr7526;beta;direct;19678;20271
all7527;beta;comp;21013;20435
alr7528;beta;direct;21213;22850
alr7529;beta;direct;22975;23541
alr7530;beta;direct;23914;24510
alr7531;beta;direct;24604;24939
alr7532;beta;direct;24982;27810
alr7533;beta;direct;27923;28654
alr7534;beta;direct;28725;29876
alr7535;beta;direct;29890;30666
alr7536;beta;direct;30691;32517
alr7537;beta;direct;32514;33365
alr7538;beta;direct;33369;34826
alr7539;beta;direct;34910;36736
alr7540;beta;direct;36823;39312
alr7541;beta;direct;39529;40419
asr7542;beta;direct;40424;40624
alr7543;beta;direct;40698;42116
alr7544;beta;direct;42145;42987
alr7545;beta;direct;43351;43806
alr7546;beta;direct;43809;44639
all7547;beta;comp;45129;44716
asr7548;beta;direct;45165;45407
alr7549;beta;direct;45471;46211
alr7550;beta;direct;46297;46776
alr7551;beta;direct;46965;47606
alr7552;beta;direct;47701;50421
alr7553;beta;direct;50522;51268
asr7554;beta;direct;51297;51521
alr7555;beta;direct;51589;52587
alr7556;beta;direct;52590;53072
alr7557;beta;direct;53078;53500
alr7558;beta;direct;53544;54272
alr7559;beta;direct;54269;54991
alr7560;beta;direct;54994;55590
alr7561;beta;direct;55578;56369
alr7562;beta;direct;56493;57710
all7563;beta;comp;58365;57697
all7564;beta;comp;58886;58317
alr7565;beta;direct;59124;59807
alr7566;beta;direct;59804;60151
alr7567;beta;direct;60228;61169
alr7568;beta;direct;61789;62781
alr7569;beta;direct;62861;64231
alr7570;beta;direct;64294;65583
all7571;beta;comp;66319;65693
alr7572;beta;direct;66462;68279
alr7573;beta;direct;68368;69150
alr7574;beta;direct;69274;70233
alr7575;beta;direct;70230;71105
alr7576;beta;direct;71184;71855
all7577;beta;comp;72554;71859
all7578;beta;comp;73771;72596
alr7579;beta;direct;74007;74390
alr7580;beta;direct;74464;74883
alr7581;beta;direct;75021;75791
alr7582;beta;direct;75788;76735
all7583;beta;comp;78293;76893
all7584;beta;comp;78985;78290
asl7585;beta;comp;79746;79474
alr7586;beta;direct;79847;80941
alr7587;beta;direct;80941;82302
all7588;beta;comp;82798;82325
all7589;beta;comp;83509;82814
all7590;beta;comp;84184;83531
asl7591;beta;comp;84442;84212
all7592;beta;comp;86652;84478
asl7593;beta;comp;86845;86669
all7594;beta;comp;87603;86902
asr7595;beta;direct;87858;88052
asl7596;beta;comp;88471;88259
all7597;beta;comp;89059;88586
all7598;beta;comp;89927;89412
asl7599;beta;comp;90407;90162
all7600;beta;comp;91719;91042
all7601;beta;comp;93108;91780
all7602;beta;comp;93515;93177
asr7603;beta;direct;93880;94071
alr7604;beta;direct;94376;95542
all7605;beta;comp;97019;95619
all7606;beta;comp;97734;96997
all7607;beta;comp;98251;97766
all7608;beta;comp;99513;98542
all7609;beta;comp;99848;99510
all7610;beta;comp;101118;100204
all7611;beta;comp;101733;101200
alr7612;beta;direct;102136;102783
alr7613;beta;direct;102809;103612
all7614;beta;comp;105408;103765
all7615;beta;comp;106712;105714
all7616;beta;comp;107490;106804
all7617;beta;comp;108070;107654
all7618;beta;comp;111278;108102
all7619;beta;comp;113000;111288
alr7620;beta;direct;113509;113925
all7621;beta;comp;114417;114007
alr7622;beta;direct;114464;117103
all7623;beta;comp;117848;117150
all7624;beta;comp;118570;118169
all7625;beta;comp;120437;118671
all7626;beta;comp;121516;120740
all7627;beta;comp;122792;121593
alr7628;beta;direct;123224;124606
all7629;beta;comp;126049;124658
all7630;beta;comp;126729;126328
all7631;beta;comp;130227;127102
all7632;beta;comp;131961;130276
all7633;beta;comp;132925;132197
alr7634;beta;direct;133290;133658
alr7635;beta;direct;133964;136225
alr7636;beta;direct;136237;137148
alr7637;beta;direct;137258;137671
asr7638;beta;direct;137907;138101
asr7639;beta;direct;138208;138402
alr7640;beta;direct;138446;139324
asl7641;beta;comp;139702;139451
asr7642;beta;direct;139963;140202
alr7643;beta;direct;140845;141288
all7644;beta;comp;142626;141382
all7645;beta;comp;143960;143382
alr7646;beta;direct;144840;145208
alr7647;beta;direct;145341;146756
all7648;beta;comp;147525;146950
alr7649;beta;direct;147920;155665
alr7650;beta;direct;155673;156443
asl7651;beta;comp;156689;156444
alr7652;beta;direct;156946;157734
all7653;beta;comp;158359;157739
all7654;beta;comp;159221;158415
all7655;beta;comp;160152;159244
alr7656;beta;direct;160461;161420
asr7657;beta;direct;161552;161779
all7658;beta;comp;162165;161848
all7659;beta;comp;164447;162252
all7660;beta;comp;166186;165002
alr7661;beta;direct;166707;167159
all7662;beta;comp;167751;167245
all7663;beta;comp;169231;168023
all7664;beta;comp;170039;169560
all7665;beta;comp;170507;170061
all7666;beta;comp;172692;170515
alr7667;beta;direct;172748;173398
all7668;beta;comp;174157;173405
asl7669;beta;comp;174471;174235
alr7670;beta;direct;174532;175050
all7671;beta;comp;175865;175041
all7672;beta;comp;176542;175892
all7673;beta;comp;176888;176547
all7674;beta;comp;177376;176888
all7675;beta;comp;177969;177403
all7676;beta;comp;178816;177974
asl7677;beta;comp;179045;178827
asl7678;beta;comp;179366;179106
all7679;beta;comp;179926;179375
all7680;beta;comp;180347;179949
all7681;beta;comp;181326;180988
all7682;beta;comp;182504;181332
asl7683;beta;comp;182911;182651
alr7684;beta;direct;183152;183739
alr7685;beta;direct;183812;184921
all7686;beta;comp;186359;185769
alr8001;gamma;direct;533;1501
all8002;gamma;comp;2423;1569
all8003;gamma;comp;2840;2430
all8004;gamma;comp;3343;2996
alr8005;gamma;direct;3604;4245
alr8006;gamma;direct;4287;5039
alr8007;gamma;direct;5039;5983
asr8008;gamma;direct;6020;6280
asl8009;gamma;comp;6629;6510
all8010;gamma;comp;7872;6664
alr8011;gamma;direct;8167;8736
asr8012;gamma;direct;8758;9006
all8013;gamma;comp;9416;9012
alr8014;gamma;direct;9578;9982
alr8015;gamma;direct;10436;12871
alr8016;gamma;direct;13100;15010
alr8017;gamma;direct;15088;15438
asl8018;gamma;comp;16079;15888
alr8019;gamma;direct;16184;17416
all8020;gamma;comp;20304;17983
asl8021;gamma;comp;21251;21006
all8022;gamma;comp;22395;21772
all8023;gamma;comp;25693;22661
all8024;gamma;comp;26905;26225
alr8025;gamma;direct;27059;27484
all8026;gamma;comp;27958;27551
asl8027;gamma;comp;28209;27955
asl8028;gamma;comp;28633;28436
alr8029;gamma;direct;28939;29691
all8030;gamma;comp;30990;30211
all8031;gamma;comp;31417;31001
all8032;gamma;comp;32564;31446
alr8033;gamma;direct;32972;33499
alr8034;gamma;direct;33493;37992
all8035;gamma;comp;39591;38272
all8036;gamma;comp;40063;39662
all8037;gamma;comp;41846;40074
all8038;gamma;comp;42997;41849
all8039;gamma;comp;44025;43048
all8040;gamma;comp;45563;44022
all8041;gamma;comp;46071;45568
asr8042;gamma;direct;46103;46288
all8043;gamma;comp;47237;46281
all8044;gamma;comp;47634;47323
all8045;gamma;comp;48580;48020
all8046;gamma;comp;51633;48577
all8047;gamma;comp;52463;51969
all8048;gamma;comp;55545;53578
asl8049;gamma;comp;55874;55713
asl8050;gamma;comp;57400;57257
alr8051;gamma;direct;57793;58725
alr8052;gamma;direct;58727;59137
asr8053;gamma;direct;59134;59295
asr8054;gamma;direct;59295;59561
asl8055;gamma;comp;59811;59593
alr8056;gamma;direct;59813;60211
asr8057;gamma;direct;60350;60601
alr8058;gamma;direct;60598;61203
alr8059;gamma;direct;61274;62032
alr8060;gamma;direct;62029;63933
alr8061;gamma;direct;64355;65197
all8062;gamma;comp;69568;65522
all8063;gamma;comp;70294;69968
